Query.Mass,Matched.Compound,Matched.Form,Retention.Time,Mass.Diff,Empirical.Compound
319.226997746484,12harachd,M[1+],65.2842119027005,0.000327253515990833,EC0001
299.200563503719,13-cis-retn,M[1+],65.3641265800536,0.000547496281001258,EC0002
111.080506104268,17ahprgstrn,M+3H[3+],65.5838496145068,6.89708313217352e-05,EC0003
259.205721668115,17ahprgstrn,M-C3H4O2+H[1+],65.0705336161827,6.32013449717306e-05,EC0003
287.237053888599,17ahprgstrn,M-CO2+H[1+],69.2592804361907,9.54218289734854e-05,EC0003
303.23198262422,17ahprgstrn,M-CO+H[1+],65.1550351289413,0.000224157449963513,EC0003
120.068389437107,1mncam,M-H2O+H[1+],276.919074288024,0.000225970337012882,EC0004
137.070951258842,1mncam,M[1+],275.872841986307,0.000535741157989378,EC0004
94.9768898099617,3spyr,M+H+Na[2+],307.669030027698,9.09979171126452e-06,EC0005
429.373415601251,44mctr,M+H2O+H[1+],63.4206083265857,0.000681134480998935,EC0006
146.96139941747,4nphsf,M-C3H4O2+H[1+],436.604224437897,0.000709605500020416,EC0007
190.987978668495,4nphsf,M-CO+H[1+],435.527681493724,0.000230354475007744,EC0007
256.939072869067,4nphsf,M+K[1+],256.268771607949,0.000363846097002352,EC0008
121.016336241871,56dihindlcrbxlt,M-C3H4O2+H[1+],307.139784835619,0.000477088901007505,EC0009
149.046531466299,56dihindlcrbxlt,M-CO2+H[1+],240.785440159227,0.000627686671009542,EC00010
423.274607492753,5adtststeroneglc,M-CO2+H[1+],120.235028735879,0.000478025982999952,EC00011
431.244101220303,5adtststeroneglc,M-H4O2+H[1+],64.7182819258521,0.00137175353302155,EC00012
439.268729611554,5adtststeroneglc,M-CO+H[1+],66.2480250634525,0.000199855215953448,EC00012
439.270591337183,5adtststeroneglc,M-CO+H[1+],146.186220776897,0.00166187041304511,EC00013
953.275059606465,5dhf,M[1+],317.263133315771,0.00369402883507064,EC00014
920.281758644992,5thf,M-H4O2+H[1+],318.710319014173,0.00127847872204256,EC00015
400.257347794706,adrn,M+HCOONa[1+],187.386328748118,0.00103403976396521,EC00016
476.373835320131,adrncrn,M+H[1+],178.063556480069,0.0003997868609531,EC00017
423.274607492753,ahandrostanglc,M-CO2+H[1+],120.235028735879,0.000478025982999952,EC00011
431.244101220303,ahandrostanglc,M-H4O2+H[1+],64.7182819258521,0.00137175353302155,EC00012
439.268729611554,ahandrostanglc,M-CO+H[1+],66.2480250634525,0.000199855215953448,EC00012
439.270591337183,ahandrostanglc,M-CO+H[1+],146.186220776897,0.00166187041304511,EC00013
322.076972519446,alpam,M+HCOOK[1+],161.254147289857,0.00113363392404153,EC00018
144.605263553309,andrstndn,M(C13)+2H[2+],392.724607983391,0.000346913461015674,EC00019
215.179679432698,andrstndn,M-C3H4O2+H[1+],69.2211109223198,0.000234965928001429,EC00020
243.211079197331,andrstndn,M-CO2+H[1+],65.190150195653,0.000334730561007746,EC00020
259.205721668115,andrstndn,M-CO+H[1+],65.0705336161827,0.000177201345024969,EC00020
423.274607492753,andrstrnglc,M-CO2+H[1+],120.235028735879,0.000478025982999952,EC00011
431.244101220303,andrstrnglc,M-H4O2+H[1+],64.7182819258521,0.00137175353302155,EC00012
439.268729611554,andrstrnglc,M-CO+H[1+],66.2480250634525,0.000199855215953448,EC00012
439.270591337183,andrstrnglc,M-CO+H[1+],146.186220776897,0.00166187041304511,EC00013
456.404807876953,arachcrn,M+H[1+],183.687415008772,7.04101829569481e-05,EC00021
457.408429195128,arachcrn,M(C13)+H[1+],182.806884068229,0.000291728357979082,EC00021
494.360389931509,arachcrn,M+K[1+],79.9941775822239,0.000152464738960134,EC00022
494.360790586364,arachcrn,M+K[1+],196.176205947797,0.000553119593917017,EC00021
524.39446552075,arachcrn,M+HCOONa[1+],198.375486017046,0.00232805398002256,EC00021
303.23198262422,arachd,M[1+],65.1550351289413,0.000422615079969546,EC00023
1072.30525088634,arachdcoa,M+Na[1+],60.7728003115622,0.00237541956994392,EC00024
431.31559768691,arachdcrn,M-NH3+H[1+],65.4279457805097,3.77179600263844e-05,EC00025
448.342269403687,arachdcrn,M+H[1+],179.57216755995,0.00013399881697751,EC00026
449.346613913837,arachdcrn,M(C13)+H[1+],188.676991530722,0.00107850896699802,EC00026
466.353075803894,arachdcrn,M+H2O+H[1+],189.783801260607,0.000340399023968985,EC00026
332.988079056955,C00015,M-C3H4O2+H[1+],238.702597815856,0.000297409815061656,EC00027
202.02610913189,C00018,M-HCOOH+H[1+],146.160514819157,0.000367334879996406,EC00028
211.067619699452,C00019,M+H+Na[2+],450.087983111502,0.000743232681998052,EC00029
363.122812757796,C00019,M-H4O2+H[1+],196.417988169149,0.000463708973995836,EC00030
399.144481372303,C00019,M+H[1+],66.5903613067759,4.9055329895964e-06,EC00031
276.048875849619,C00020,M-C3H4O2+H[1+],374.092950198663,0.000400617151058213,EC00032
348.070180296931,C00020,M+H[1+],268.536672303443,0.000196169839000504,EC00033
349.107085327248,C00021,M-H4O2+H[1+],200.503835895099,0.000591139521986861,EC00034
120.065611406143,C00025,M-CO+H[1+],276.819241427304,0.000134939373012344,EC00035
120.065633059387,C00025,M-CO+H[1+],147.130469465199,0.000156592617003071,EC00036
130.049820904406,C00025,M-H2O+H[1+],282.410040369136,5.55623639968417e-05,EC00035
130.049985164724,C00025,M-H2O+H[1+],94.0426346079884,0.000108697954004811,EC00037
148.06050879326,C00025,M+H[1+],276.669856388776,3.23264899861897e-05,EC00035
